#%%field-000=date-time,string8
#%%field-001=facility,string8
#%%field-002=level,int8
#%%field-003=mem usage (MB),string8
#%%field-004=message,string8
#
date-time	facility	level	mem usage (MB)	message
06/23/2025 16:05:54	INFO	1	5	export-confidence: off
06/23/2025 16:05:54	INFO	1	5	export-log-ratio: off
06/23/2025 16:05:54	INFO	1	5	export-strength: off
06/23/2025 16:05:54	INFO	1	5	export-allele-signals: off
06/23/2025 16:05:54	INFO	1	5	export-chr-shortname: off
06/23/2025 16:05:54	INFO	1	5	plink-abstract-callcodes: off
06/23/2025 16:05:54	INFO	1	5	export-allele-signals: 0
06/23/2025 16:05:54	LOG,INFO,GUI	1	5	MainNode::doRunAll(...) start
06/23/2025 16:05:54	LOG,INFO,GUI	1	5	FormatResultEngineNode::doRunAll(...) start
06/23/2025 16:05:54	LOG,INFO,GUI	1	5	FormatResultNode::doRunAll(...) start
06/23/2025 16:05:54	LOG,INFO,GUI	1	5	FormatResultNode::processExport(...) start
06/23/2025 16:05:54	GUI,INFO,LOG,PROGRESS	1	5	0.000000,0.000000,1.000000,Reading snps from batch folder
06/23/2025 16:05:54	LOG,INFO,GUI	1	8	SnpIndexVector::readSnpIndexFile(std::string strSnpIndexFile, SnpList& snpList) start
06/23/2025 16:05:54	INFO	1	8	Loading snp index file from batch folder. (snplist)
06/23/2025 16:05:54	INFO	1	8	> snp index: C:\Users\Public\Documents\AxiomAnalysisSuite\Output\JD_PFR_Combined_Genotyping\AxiomAnalysisSuiteData\All_genotypes_by_snps.CHP.index.txt
06/23/2025 16:05:54	INFO	1	8	> snp list : C:\Users\curly\Desktop\Apple Genotyping\Methods\Filtering and Preparation\Selected_SNPs.txt
06/23/2025 16:05:54	LOG,INFO,GUI	1	24	SnpIndexVector::readSnpIndexFile(std::string strSnpIndexFile, SnpList& snpList) stop: Runtime: 0.07 seconds.
06/23/2025 16:05:54	GUI,INFO,LOG,PROGRESS	1	24	0.000000,1.000000,1.000000,(5%) 
06/23/2025 16:05:54	GUI,INFO,LOG,PROGRESS	1	24	0.000000,1.000000,1.000000,(5%) Snps loaded
06/23/2025 16:05:54	INFO	1	24	Number of snps: 33991
06/23/2025 16:05:54	INFO	1	24	Number of samples: 508
06/23/2025 16:05:54	LOG,INFO,GUI	1	24	SnpIndexVector::loadAnnotationData(...) start
06/23/2025 16:05:54	INFO	1	24	Loading annotation sqlite for snps.
06/23/2025 16:05:54	INFO	1	24	> sql: select * from Chromosome
06/23/2025 16:05:54	INFO	1	25	> sql: select ProbeSet_ID,Allele_A,Allele_B,Chr_id,Start,dbSNP_RS_ID,Ordered_Alleles,Allele_Count,Ref_Allele,Alt_Allele,Flank,Genetic_Map,ChrX_PAR,Strand from Annotations
06/23/2025 16:05:54	GUI,INFO,LOG,PROGRESS	1	34	0.000000,0.000000,48138.000000,Loading (Annotation Information) SNPs
06/23/2025 16:05:54	GUI,INFO,LOG,PROGRESS	1	37	0.000000,25000.000000,48138.000000,(20%) 25000 Runtime = 0.1 seconds
06/23/2025 16:05:54	GUI,INFO,LOG,PROGRESS	1	39	0.000000,48138.000000,48138.000000,(35%) 48138 snps scanned (33991 loaded)
06/23/2025 16:05:54	LOG,INFO,GUI	1	31	SnpIndexVector::loadAnnotationData(...) stop: Runtime: 0.16 seconds.
06/23/2025 16:05:54	GUI,INFO,LOG,PROGRESS	1	31	0.000000,0.000000,2.000000,Writing output files
06/23/2025 16:05:54	dset	3	31	Dset::File::open('C:\Users\curly\Desktop\Apple Genotyping\Methods\PLINK Duplicate Identification\JD_PFR_Genotyping.map',64,6)
06/23/2025 16:05:54	dset	4	31	Dset::IO_TsvFile::fstream_push(000000475F97E290)
06/23/2025 16:05:54	dset	4	31	Dset::IO_TsvFile::fstream_pop(000000475F97E290)
06/23/2025 16:05:54	PROGRESS,PROGRESS	1	31	0.000000,0.000000,33991.000000,Exporting SNPs
06/23/2025 16:05:54	PROGRESS,PROGRESS	1	36	0.000000,3000.000000,33991.000000,(8%) 3000 Runtime = 0.1 seconds
06/23/2025 16:05:54	PROGRESS,PROGRESS	1	40	0.000000,6000.000000,33991.000000,(17%) 6000 Runtime = 0.3 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	45	0.000000,9000.000000,33991.000000,(26%) 9000 Runtime = 0.4 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	48	0.000000,11330.000000,33991.000000,(33%) 
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	48	0.000000,16995.000000,33991.000000,(49%) 
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	49	0.000000,19995.000000,33991.000000,(58%) 6000 Runtime = 0.8 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	49	0.000000,22995.000000,33991.000000,(67%) 9000 Runtime = 0.8 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	49	0.000000,25995.000000,33991.000000,(76%) 12000 Runtime = 0.9 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	49	0.000000,28995.000000,33991.000000,(85%) 15000 Runtime = 1.0 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	49	0.000000,33991.000000,33991.000000,(100%) 
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	49	0.000000,33991.000000,33991.000000,(100%) 33991 TXT/VCF/tPED (batch folder)
06/23/2025 16:05:55	INFO	1	49	TXT/VCF/tPED export completed. (batch folder) Runtime = 1.0 seconds
06/23/2025 16:05:55	GUI,INFO,LOG,PROGRESS	1	49	0.000000,1.000000,2.000000,(66%) 
06/23/2025 16:05:55	INFO	1	49	Writing file JD_PFR_Genotyping.ped (without pedigree)
06/23/2025 16:05:55	dset	1	49	Cursor(): 0000016FAAD06180
06/23/2025 16:05:55	dset	4	49	Dset::IO_TsvFile::fstream_push(0000016FAAB82DD0)
06/23/2025 16:05:55	dset	4	49	Dset::IO_TsvFile::fstream_pop(0000016FAAB82DD0)
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	49	0.000000,0.000000,508.000000,Exporting PED Sample
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	49	0.000000,1.000000,508.000000,(0%) 0 Runtime = 0.0 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	49	0.000000,2.000000,508.000000,(0%) 1 Runtime = 0.0 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	49	0.000000,3.000000,508.000000,(0%) 2 Runtime = 0.0 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	49	0.000000,4.000000,508.000000,(0%) 3 Runtime = 0.0 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	50	0.000000,5.000000,508.000000,(0%) 4 Runtime = 0.1 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	50	0.000000,6.000000,508.000000,(1%) 5 Runtime = 0.1 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	50	0.000000,7.000000,508.000000,(1%) 6 Runtime = 0.1 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	50	0.000000,8.000000,508.000000,(1%) 7 Runtime = 0.1 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	50	0.000000,9.000000,508.000000,(1%) 8 Runtime = 0.1 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	50	0.000000,10.000000,508.000000,(1%) 9 Runtime = 0.1 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	50	0.000000,11.000000,508.000000,(2%) 10 Runtime = 0.1 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	51	0.000000,12.000000,508.000000,(2%) 11 Runtime = 0.1 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	51	0.000000,13.000000,508.000000,(2%) 12 Runtime = 0.2 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	51	0.000000,14.000000,508.000000,(2%) 13 Runtime = 0.2 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	51	0.000000,15.000000,508.000000,(2%) 14 Runtime = 0.2 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	51	0.000000,16.000000,508.000000,(3%) 15 Runtime = 0.2 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	51	0.000000,17.000000,508.000000,(3%) 16 Runtime = 0.2 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	51	0.000000,18.000000,508.000000,(3%) 17 Runtime = 0.2 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	52	0.000000,19.000000,508.000000,(3%) 18 Runtime = 0.2 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	52	0.000000,20.000000,508.000000,(3%) 19 Runtime = 0.2 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	52	0.000000,21.000000,508.000000,(4%) 20 Runtime = 0.2 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	52	0.000000,22.000000,508.000000,(4%) 21 Runtime = 0.3 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	52	0.000000,23.000000,508.000000,(4%) 22 Runtime = 0.3 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	52	0.000000,24.000000,508.000000,(4%) 23 Runtime = 0.3 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	52	0.000000,25.000000,508.000000,(4%) 24 Runtime = 0.3 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	52	0.000000,26.000000,508.000000,(5%) 25 Runtime = 0.3 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	53	0.000000,27.000000,508.000000,(5%) 26 Runtime = 0.3 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	53	0.000000,28.000000,508.000000,(5%) 27 Runtime = 0.3 seconds
06/23/2025 16:05:55	PROGRESS,PROGRESS	1	53	0.000000,29.000000,508.000000,(5%) 28 Runtime = 0.3 seconds
06/23/2025 16:05:56	PROGRESS,PROGRESS	1	53	0.000000,30.000000,508.000000,(5%) 29 Runtime = 0.3 seconds
06/23/2025 16:05:56	PROGRESS,PROGRESS	1	53	0.000000,31.000000,508.000000,(6%) 30 Runtime = 0.4 seconds
06/23/2025 16:05:56	PROGRESS,PROGRESS	1	53	0.000000,32.000000,508.000000,(6%) 31 Runtime = 0.4 seconds
06/23/2025 16:05:56	PROGRESS,PROGRESS	1	53	0.000000,33.000000,508.000000,(6%) 32 Runtime = 0.4 seconds
06/23/2025 16:05:56	PROGRESS,PROGRESS	1	53	0.000000,34.000000,508.000000,(6%) 33 Runtime = 0.4 seconds
06/23/2025 16:05:56	PROGRESS,PROGRESS	1	54	0.000000,35.000000,508.000000,(6%) 34 Runtime = 0.4 seconds
06/23/2025 16:05:56	PROGRESS,PROGRESS	1	54	0.000000,36.000000,508.000000,(7%) 35 Runtime = 0.4 seconds
06/23/2025 16:05:56	PROGRESS,PROGRESS	1	54	0.000000,37.000000,508.000000,(7%) 36 Runtime = 0.4 seconds
06/23/2025 16:05:56	PROGRESS,PROGRESS	1	54	0.000000,38.000000,508.000000,(7%) 37 Runtime = 0.4 seconds
